地域,章,名称,国名,登録基準,場所,特殊遺産,時代・王朝,人種・民族,政治家,芸術家,生物,植物,構成資産,構成資産の詳細,美術品,建築・絵画の様式,文化,宗教,バイオーム,特徴
ヨーロッパ,建築様式（近現代建築）,アールフェルトのファーグス靴型工場,ドイツ,(ⅱ)(ⅳ),,,,,,"ヴァルター・グロピウス
カール・ベンシャイト",,,,,,,,,,ガラスパネルを取り入れた革新的なデザインが生まれた
ヨーロッパ,建築様式（近現代建築）,ベルリンのモダニズム公共住宅,ドイツ,(ⅱ)(ⅳ),,,ヴァイマール共和国時代,,,"ブルーノ・タウト
マルティン・ヴァグナー",,,,,,,,,,
ヨーロッパ,建築様式（近現代建築）,シュパイヒャーシュタットと、チリハウスのあるコントールハウス地区,ドイツ,(ⅳ),,,,,,フリッツ・ヘーガー,,,,,,表現主義建築,,,,大規模なオフィスビルが密集する地区
ヨーロッパ,建築様式（近現代建築）,ダルムシュタットのマチルデンフーエ（マチルダの丘）,ドイツ,(ⅱ)(ⅳ),,,,,,ヨーゼフ・マリア・オルブリッヒ,,,ウエディング・タワー,,,ウィーン分離派,,,,
ヨーロッパ,建築様式（近現代建築）,リートフェルト設計のシュレーダー邸,オランダ,(ⅰ)(ⅱ),,,,,,"ヘリット・トマス・リートフェルト
ピート・モンドリアン",,,,,,,デ・ステイル,,,
ヨーロッパ,建築様式（近現代建築）,ファン・ネレ工場,オランダ,(ⅱ)(ⅳ),,,,,,ミシール・ブリンクマン,,,,,,,,,,"主要なファサードはカーテンウォールを大規模に採用している
20世紀の工業建築の象徴とも評される工場群"
ヨーロッパ,建築様式（近現代建築）,ストックレ邸,ベルギー,(ⅰ)(ⅱ),,,,,,ヨーゼフ・ホフマン,,,ゲザムトクンストヴェルク,,,,ウィーン分離派,,,ゲザムトクンストヴェルクの方針に従った
ヨーロッパ,建築様式（近現代建築）,ブルノのトゥーゲントハート邸,チェコ,(ⅱ)(ⅳ),,,,,,ミース・ファン・デル・ローエ,,,,,,モダニズム建築,,,,開放的な空間設計が施されている
ヨーロッパ,建築様式（近現代建築）,アントニ・ガウディの作品群,スペイン,(ⅰ)(ⅱ)(ⅳ),,,,,,エウゼビ・グエル,,,"カサ・ミラ
グエル公園
グエル邸
生誕のファサード
地下聖堂
カサ・ヴィセンス
カサ・バトリョ
コロニア・グエル聖堂",,,,モデルニスモ,,,
ヨーロッパ,建築様式（近現代建築）,バルセロナのカタルーニャ音楽堂とサン・パウ病院,スペイン,(ⅰ)(ⅱ)(ⅳ),,,,,,"ルイス・ドメネク・イ・モンタネル
パブロ・ガルガーリョ",,,,,,,,,,コンサートホールには大きなオープンスペースが連続している
ヨーロッパ,建築様式（近現代建築）,建築家ヴィクトール・オルタによる主な邸宅（ブリュッセル）,ベルギー,(ⅰ)(ⅱ)(ⅳ),ブリュッセル,,,,,,,,タッセル邸,,,,アール・ヌーヴォー,,,
ヨーロッパ,建築様式（近現代建築）,ブロツワフの百周年記念ホール,ポーランド,(ⅰ)(ⅱ)(ⅳ),,,,,,マックス・ベルク,,,,,,鉄筋コンクリート構造,,,,ライプツィヒの戦いでプロイセンとヨーロッパ同盟国がナポレオン1世軍に勝利した百周年記念に建設
ヨーロッパ,建築様式（近現代建築）,モダニズム都市カウナス：楽観主義建築（1919-1939）,リトアニア,(ⅳ),,,,,,フェリクサ・ヴィズバラス,,,カウナス中央郵便局,,,,,,,リトアニア共和国独立宣言後、カナウスは臨時首都となった
ヨーロッパ,大学・学術・芸術関連遺産,サラマンカの旧市街,スペイン,(ⅰ)(ⅱ)(ⅳ),,,,,,,,,マヨール広場,,,"プラテレスコ様式
チュリゲラ様式",,,,
ヨーロッパ,大学・学術・芸術関連遺産,ヴァイマール古典主義文化,ドイツ,(ⅲ)(ⅵ),,,ザクセン・ヴァイマール公国,,カール・アウグスト,"ヨハン・ヴォルフガング・フォン・ゲー
",,,,,,,,,,
ヨーロッパ,大学・学術・芸術関連遺産,コインブラ大学：アルタとソフィア,ポルトガル,(ⅱ)(ⅳ)(ⅵ),,,,,,,,,ジョアナニ図書館,,,,,,,虫から書物を守るために図書館にコウモリが生息している
ヨーロッパ,大学・学術・芸術関連遺産,アルカラ・デ・エナレスの大学と歴史地区,スペイン,(ⅱ)(ⅳ)(ⅵ),,,,,シスネロス枢機卿,,,,,,,,,,,「ドン・キホーテ・デ・ラ・マンチャ」著者のミゲル・デ・セルバンデスの出身地
ヨーロッパ,大学・学術・芸術関連遺産,プラド通りとブエン・レティーロ：芸術と科学の景観,スペイン,(ⅱ)(ⅳ)(ⅵ),,,,,,フアン・デ・ビジャヌエバ,,,プラド美術館,,,,,,,ヨーロッパの都市で最初に築かれた並木道
ヨーロッパ,大学・学術・芸術関連遺産,ベルリンとムゼウムスインゼル（博物館島）,ドイツ,(ⅱ)(ⅳ),,,,,フリードリヒ・ヴィルヘルム4世,,,,旧博物館/新博物館/旧国立美術館/ボーデ博物館/ベルガモン博物館,カール・フリードリヒ・シンケル設計/ネフェルティティの胸像が収蔵,,,,,,旧博物館がある中州を「芸術と科学の聖域」と定めた
ヨーロッパ,大学・学術・芸術関連遺産,フラーネカーのエイシンハ・プラネタリウム,オランダ,(ⅳ),,,,,,一般市民である羊毛製造者のエイセ・エイシンハ,,,,,,,,,,"世界最古のプラネタリウムで、1781年以来ほぼ継続的に稼働している
一般市民である羊毛製造者のエイセ・エイシンハによって考案された"
ヨーロッパ,大学・学術・芸術関連遺産,シュトルーヴェの測地弧,"ウクライナ
エストニア
スウェーデン
ノルウェー
フィンランド
ベラルーシ
モルドバ
ラトビア
リトアニア
ロシア",(ⅱ)(ⅳ)(ⅵ),,,,,,フリードリヒ・フォン・シュトルーヴェ,,,タルトゥ天文台,,,,三角測量,,,"10ヵ国にわたって点在する測地点をつないだ
地球がわずかに楕円であることが証明されたす"
ヨーロッパ,大学・学術・芸術関連遺産,ジョドレルバンク天文台,イギリス,(ⅰ)(ⅱ)(ⅳ)(ⅵ),,,,,,バーナード・ラヴェル,,,"ラヴェル望遠鏡
マークⅡ望遠鏡",,,,,,,
ヨーロッパ,大学・学術・芸術関連遺産,カザン連邦大学の天体観測所群,ロシア,(ⅱ)(ⅳ),,,,,,,,,"カザン天文台
エンゲルハルト天文台",,,,,,,人材の面で国際的だった
ヨーロッパ,灌漑施設・干拓地,キンデルダイク‐エルスハウトの風車群,オランダ,(ⅰ)(ⅱ)(ⅳ),ネーデルラント,,,,,,,,,,,,,,,"風車は十字軍によってオランダに伝えられた
19基の風車は水と湿地との闘いを繰り広げてきた人々の創意工夫の歴史を今に伝える"
ヨーロッパ,灌漑施設・干拓地,スホクラントと周辺の干拓地,オランダ,(ⅲ)(ⅴ),,,,,,,,,アフスライト大堤防,,,,,,,ゾイデル海を堤防で塞いで淡水湖にした
ヨーロッパ,灌漑施設・干拓地,ベームスター干拓地（ドゥローフマーケライ・デ・ベームスター）,オランダ,(ⅰ)(ⅱ)(ⅳ),,,,,,,,,,,,,,,,"オランダ最古の干拓地
排水用風車で干拓した土地"
ヨーロッパ,灌漑施設・干拓地,エルチェの椰子園,スペイン,(ⅱ)(ⅴ),ビナラポ川,,,,,,,ナツメヤシ,,,,,,,,"イスラムの灌漑技術を用い、近くを流れるピナラポ川の水を引き込んで造園した
レコンキスタによって奪還されて土地は再分配されたが、ナツメヤシはそのまま収穫され続けた"
ヨーロッパ,灌漑施設・干拓地,トラムンタナの文化的景観,スペイン,(ⅱ)(ⅳ)(ⅴ),,,,,,,,,カナート,,,,,,,"イスラム勢力に支配されていた時代に起源をもつ
イスラム教とキリスト教の文化交流の典型"
ヨーロッパ,農業,ホルトバージ国立公園：プスタ（大平原）,ハンガリー,(ⅳ)(ⅴ),,文化的景観,,,,,,,"プスタ
テル",,,,,,,ハンガリー最古にして最長の9つのアーチを持つ石橋がある
ヨーロッパ,農業,ジャテツとザーツ・ホップの景観,チェコ,(ⅲ)(ⅳ)(ⅴ),,文化的景観,,,,,,,,,,,,,,"ビール製造に使用されているホップ品種の栽培と取引が、700年以上にわたり行われてきた
構成資産の2つはオージュ川によって結ばれている"
ヨーロッパ,農業,タウリカ半島の古代都市とチョーラ,ウクライナ,(ⅱ)(ⅴ),ケルソネソス,文化的景観,,,,,,,チョーラ,,,,,,,
ヨーロッパ,農業,クラドルビ・ナド・ラベムにある式典馬車用の馬の繁殖・訓練地の景観,チェコ,(ⅳ)(ⅴ),,文化的景観,,,,,グラドルバー種,,,,,,,,,フェルメ・オルネの顕著な例
ヨーロッパ,農業,ヴェガエイヤン：ヴェガ群島,ノルウェー,(ⅴ),,文化的景観,,,,,ケワタガモ,,,,,,,,,石器時代の住居跡も見つかっている
ヨーロッパ,農業,エーランド島南部の農業景観,スウェーデン,(ⅳ)(ⅴ),,文化的景観,,,,,,,,,,,,,,"生きた農業景観
大小400もの風車"
ヨーロッパ,農業,ピレネー山脈のペルデュ山,"スペイン
フランス",(ⅲ)(ⅳ)(ⅴ)(ⅶ)(ⅷ),,文化的景観,,,,,,,カヴァルニーの滝,,,,,,,"スペインの農家もフランス側で牛を放牧している
壮麗なカールで知られる"
ヨーロッパ,農業,フェルテー（ノイジードル）湖の文化的景観,"オーストリア
ハンガリー",(ⅴ),,文化的景観,,,,,,,,,,,,,,"ヨーロッパ最大の塩水湖
エスターハージ家の宮殿風の館や、田舎風の貴族の館が残る"
ヨーロッパ,農業,コースとせヴェンヌ：地中海性農業牧草地の文化的景観,フランス,(ⅲ)(ⅴ),,文化的景観,,,,,,,,,,,,,,"コースとセヴェンヌでは牧畜が重視されている
ロゼール山付近は、移牧が現在もなお実施されている"
ヨーロッパ,農業,サン・テミリオン地域,フランス,(ⅲ)(ⅳ),,文化的景観,,,聖エミリオン,,,,モノリス教会,,,,,,,"サンティアゴ・デ・コンポステーラへの巡礼路沿いに位置する
聖エミリオンの弟子たちが巨大な一枚岩をくりぬいて作ったのが名前の由来"
ヨーロッパ,農業,ブルゴーニュのブドウ栽培の景観,フランス,(ⅲ)(ⅴ),,文化的景観,,,,,,,"クリマ
ペリエール",,,,,,,
ヨーロッパ,農業,シャンパーニュの丘陵、醸造所と貯蔵庫,フランス,(ⅲ)(ⅳ)(ⅵ),,文化的景観,,,,,,,サン・ニケーズの丘,,,,,,,シャンパンの産地
ヨーロッパ,農業,ラヴォー地域のブドウ畑,スイス,(ⅲ)(ⅳ)(ⅴ),,文化的景観,,,,,,,,,,,,,,ローザンヌからシヨン城までにわたる
ヨーロッパ,農業,ピーコ島のブドウ栽培の景観,ポルトガル,(ⅲ)(ⅴ),,文化的景観,,,,,,,カレイ,,,,,,,長い直線状の石垣が走っている
ヨーロッパ,農業,アルト・ドウロのワイン生産地域,ポルトガル,(ⅲ)(ⅳ)(ⅴ),,文化的景観,,,,,,,ソカルコ,,,,,,,ポート・ワインの産地
ヨーロッパ,農業,トカイ地方のワイン生産地の歴史的文化景観,ハンガリー,(ⅲ)(ⅴ),,文化的景観,,,,,,,,,,,,,,"アスーワインの産地
ルイ14世が「ワインの王」として絶賛した"
ヨーロッパ,農業,ピエロモンテのブドウ園の景観：ランゲ・ロエロとモンフェッラート,イタリア,(ⅲ)(ⅴ),,文化的景観,,,,,,,カヴール城,,,,,,,エトルリア人とケルト人の交易地
ヨーロッパ,農業,コネリアーノとヴァルドッビアーデネのプロセッコ栽培丘陵群,イタリア,(ⅴ),,文化的景観,,,,,,,"チリオーニ
ベルッセラ",,,,,,,
ヨーロッパ,産業関連遺産,サラン・レ・バン大製塩所からアルケ・スナン王立製塩所までの天日塩生産所,フランス,(ⅰ)(ⅱ)(ⅳ),,,,,,クロード・ニコラ・ルドゥ,,,,,,,,,,"円形に配置することで労働組織の効率化を目指した
地下水からは、古くから高い塩分濃度が確認されている"
ヨーロッパ,産業関連遺産,コルドゥアン灯台,フランス,(ⅰ)(ⅳ),,,,,,ルイ・ドゥ・フォワ,,,,,,マニエリスム,,,,ガーゴイルなどで華やかに装飾されている
ヨーロッパ,産業関連遺産,ニュー・ラナーク,イギリス,(ⅱ)(ⅳ)(ⅵ),,,,,,,,,,,,,,,,"富の創造が自動的にその生産者の劣化を意味するものではない、とロバート・オーウェンは信念を持っていた
リチャード・アークライトの水力紡績機を導入
ガーデン・シティ（田園都市）の概念を創り上げるための基礎を築いた"
ヨーロッパ,産業関連遺産,ソルテア,イギリス,(ⅱ)(ⅳ),,,,,,タイタス・ソルト卿,,,,,,,パターナリズム,,,
ヨーロッパ,産業関連遺産,ブレナウォン産業景観,イギリス,(ⅲ)(ⅳ),,文化的景観,,,,,,,ビッグピット炭鉱跡,,,,,,,
ヨーロッパ,産業関連遺産,ダーウェント峡谷の工場群,イギリス,(ⅱ)(ⅳ),,,,,,リチャード・アークライト,,,,,,,,,,"近代的な工場制機械工業や大量生産方式はここから始まった
世界中の工場のモデルとなった"
ヨーロッパ,産業関連遺産,アイアンブリッジ峡谷,イギリス,(ⅰ)(ⅱ)(ⅳ)(ⅵ),,,,,,エイブラハム・ダービー1世,,,,,,,,,,銑鉄の大量生産を実現
ヨーロッパ,産業関連遺産,ポントカサステ水路橋と運河,イギリス,(ⅰ)(ⅱ)(ⅳ),,,,,,トマス・テルフォード,,,,,,,,,,イギリスで最も高く長い水路橋
ヨーロッパ,産業関連遺産,フォース鉄道橋,イギリス,(ⅰ)(ⅳ),,,,,,,,,カンチレバー橋,,,,,,,"独特の工業的美学を持った創造的天才の傑作
比較的新しい材料であった軟鋼を使用"
ヨーロッパ,産業関連遺産,クレスピダッダの企業都市,イタリア,(ⅳ)(ⅴ),,,,,,クリストフォロ・ベニーニョ・クレスピ,,,,,,,,,,"世界恐慌やファシスト政権の財政政策によって、街全体が売却された
街が1つの会社によって所有されていた"
ヨーロッパ,産業関連遺産,イヴレーア：20世紀の産業都市,イタリア,(ⅳ),,,,,,,,,,,,,コミュニティ運動,,,オリベッティ社の企業都市として発展した
ヨーロッパ,産業関連遺産,ビスカヤ橋,スペイン,(ⅰ)(ⅱ),,,,,,アルベルト・パラシオ,,,,,,,,,,ゴンドラを使った世界初の運搬橋
ヨーロッパ,産業関連遺産,ラ・ルヴィエールとル・ルー（エノー）の中央運河の4つの閘門とその周辺環境,ベルギー,(ⅲ)(ⅳ),新運河,,,,,,,,,,,,,,,"ドイツとフランスを結ぶ運河に設置された船の昇降装置
新運河の開通などにより、閘門は使命を終えた"
